monsterident,datum,locatiecode,xcoormonster,ycoormonster,fewsparameter,fewsparameternaam,parametercode,grootheid,biotaxonnaam,twn_naam,wna_nederlandse_soortnaam,meetwaarde,eenheid,compartiment
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Psectrotanypus varius,Psectrotanypus varius,,2.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Radix ovata,Radix balthica,,32.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Sigara falleni gr.,Sigara falleni gr.,,1.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Sigara striata,Sigara striata,,26.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Sphaerium corneum,Sphaerium corneum,,10.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Tanypus kraatzi,Tanypus kraatzi,,2.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Valvata piscinalis,Valvata piscinalis,,8.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Bithynia,Bithynia,,4.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Caenis robusta,Caenis robusta,,1.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Chironomus,Chironomus,,11.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Chironomus luridus agg.,Chironomus luridus agg.,,2.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Chironomus nuditarsus,Chironomus nuditarsis,,2.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Chironomus plumosus agg.,Chironomus plumosus agg.,,1.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Cloeon dipterum,Cloeon dipterum,,4.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Agabus sturmii,Agabus sturmii,,1.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Corixa punctata,Corixa punctata,,1.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Corixidae,Corixidae,,16.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Cricotopus sylvestris gr.,Cricotopus sylvestris gr.,,1.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Erpobdella octoculata,Erpobdella octoculata,,1.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Erythromma viridulum,Erythromma viridulum,,2.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Gammarus tigrinus,Gammarus tigrinus,,2.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Glossiphonia complanata,Glossiphonia complanata,,4.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Glyptotendipes pallens,Glyptotendipes pallens,,2.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Haliplus ruficollis,Haliplus ruficollis,,2.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Hesperocorixa sahlbergi,Hesperocorixa sahlbergi,,1.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Hippeutis complanatus,Hippeutis complanatus,,16.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Anacaena limbata,Anacaena limbata,,1.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Hygrotus inaequalis,Hygrotus inaequalis,,1.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Hyphydrus ovatus,Hyphydrus ovatus,,2.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Ilyocoris cimicoides,Ilyocoris cimicoides,,1.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,AMFBE_n,Amfibien (n),,AANTL,Rana,Rana,,2.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,AMFBE_n,Amfibien (n),,AANTL,Rana esculenta,Pelophylax kl. esculentus,Middelste Groene Kikker,2.0,n,OW
3244,1998-06-24 00:00:00,VGD002,125960,483240,VISSN_n,Vissen bijvangst (n),,AANTL,Pungus pungus,Pungitius pungitius,Tiendoornige stekelbaars,12.0,n,OW
3185,1998-08-20 00:00:00,VGD002,125960,483240,WATDTE_m,Waterdiepte (m),WATDTE,WATDTE,,,,0.4,m,EZ
3185,1998-08-20 00:00:00,VGD002,125960,483240,TALBVWTR_graad,Talud bovenwater (graad),TALBVWTR,TALBVWTR,,,,90.0,graad,EZ
3185,1998-08-20 00:00:00,VGD002,125960,483240,WATERBTE_m,Waterbreedte (m),WATERBTE,WATERBTE,,,,5.0,m,EZ
3185,1998-08-20 00:00:00,VGD002,125960,483240,ZICHT_m,Doorzicht (m),ZICHT,ZICHT,,,,0.2,m,EZ
3185,1998-08-20 00:00:00,VGD002,125960,483240,OEVBSIG_SOORT,Oeverbeschoeiing (uitgedrukt in waardebereik),OEVBSIG,SOORT,,,,1.0,DIMSLS,EZ
3185,1998-08-20 00:00:00,VGD002,125960,483240,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Lemna gibba+ Lemna minor,Lemna,,8.0,DIMSLS,EZ
3185,1998-08-20 00:00:00,VGD002,125960,483240,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Spirodela polyrhiza,Spirodela polyrhiza,Veelwortelig kroos,8.0,DIMSLS,EZ
3185,1998-08-20 00:00:00,VGD002,125960,483240,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Stachys palustris,Stachys palustris,Moerasandoorn,2.0,DIMSLS,EZ
3185,1998-08-20 00:00:00,VGD002,125960,483240,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Typha latifolia,Typha latifolia,Grote lisdodde,2.0,DIMSLS,EZ
3185,1998-08-20 00:00:00,VGD002,125960,483240,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Callitriche,Callitriche,,1.0,DIMSLS,EZ
3185,1998-08-20 00:00:00,VGD002,125960,483240,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Calystegia sepium,Convolvulus sepium,Haagwinde,2.0,DIMSLS,EZ
3185,1998-08-20 00:00:00,VGD002,125960,483240,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Carex cuprina,Carex otrubae,Valse voszegge,1.0,DIMSLS,EZ
3185,1998-08-20 00:00:00,VGD002,125960,483240,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Ceratophyllum demersum,Ceratophyllum demersum,Grof hoornblad,9.0,DIMSLS,EZ
3185,1998-08-20 00:00:00,VGD002,125960,483240,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Agrostis stolonifera,Agrostis stolonifera,Fioringras,4.0,DIMSLS,EZ
3185,1998-08-20 00:00:00,VGD002,125960,483240,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Epilobium hirsutum,Epilobium hirsutum,Harig wilgenroosje,2.0,DIMSLS,EZ
3185,1998-08-20 00:00:00,VGD002,125960,483240,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Iris pseudacorus,Iris pseudacorus,Gele lis,2.0,DIMSLS,EZ
3185,1998-08-20 00:00:00,VGD002,125960,483240,PTN_BEDKG_%,Plantenbedekking (%),DRIJFBPTN,BEDKG,,,,47.5,%,EZ
3185,1998-08-20 00:00:00,VGD002,125960,483240,PTN_BEDKG_%,Plantenbedekking (%),EMSPTN,BEDKG,,,,1.0,%,EZ
3185,1998-08-20 00:00:00,VGD002,125960,483240,PTN_BEDKG_%,Plantenbedekking (%),FLAB,BEDKG,,,,0.0,%,EZ
3185,1998-08-20 00:00:00,VGD002,125960,483240,PTN_BEDKG_%,Plantenbedekking (%),SUBMSPTN,BEDKG,,,,80.0,%,EZ
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Anisus vortex,Anisus vortex,,4.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Limnodrilus claparedeianus,Limnodrilus claparedianus,,2.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Limnodrilus hoffmeisteri,Limnodrilus hoffmeisteri,,8.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Limnophyes,Limnophyes,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Notiphila,Notiphila,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Paratanytarsus grimmii,Paratanytarsus grimmii,,3.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Peltodytes caesus,Peltodytes caesus,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Argulus foliaceus,Argulus foliaceus,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Physa fontinalis,Physa fontinalis,,4.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Armiger crista,Gyraulus crista,,7.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Piona alpicola,Piona alpicola,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Planorbarius corneus,Planorbarius corneus,,3.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Planorbis carinatus,Planorbis carinatus,,10.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Planorbis planorbis,Planorbis planorbis,,4.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Procladius,Procladius,,3.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Asellus aquaticus,Asellus aquaticus,,2.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Radix ovata,Radix balthica,,10.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Sigara,Sigara,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Sigara falleni,Sigara falleni,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Sigara striata,Sigara striata,,12.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Sphaerium corneum,Sphaerium corneum,,12.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Tanypus kraatzi,Tanypus kraatzi,,5.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Theromyzon tessulatum,Theromyzon tessulatum,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Tubificidae,Tubificidae,,53.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Valvata cristata,Valvata cristata,,4.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Valvata piscinalis,Valvata piscinalis,,36.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Bithynia leachi,Bithynia leachi,,3.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Bithynia tentaculata,Bithynia tentaculata,,3.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Acroloxus lacustris,Acroloxus lacustris,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Chironomus,Chironomus,,47.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Cloeon dipterum,Cloeon dipterum,,36.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Clytocerus ocellaris,Clytocerus ocellaris,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Coelostoma orbiculare,Coelostoma orbiculare,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Corixa punctata,Corixa punctata,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Corynoneura scutellata agg.,Corynoneura scutellata agg.,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Cricotopus sylvestris gr.,Cricotopus sylvestris gr.,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Gammarus tigrinus,Gammarus tigrinus,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Glossiphonia complanata,Glossiphonia complanata,,2.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Glossiphonia heteroclita,Alboglossiphonia heteroclita,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Glyptotendipes,Glyptotendipes,,3.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Glyptotendipes paripes,Glyptotendipes paripes,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Gyraulus albus,Gyraulus albus,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Haliplinus,Haliplus (Haliplus),,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Haliplus lineatocollis,Haliplus lineatocollis,,2.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Hesperocorixa sahlbergi,Hesperocorixa sahlbergi,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Hippeutis complanatus,Hippeutis complanatus,,5.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Hydrellia,Hydrellia,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Hydroporus palustris,Hydroporus palustris,,2.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Hygrotus inaequalis,Hygrotus inaequalis,,3.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Hygrotus versicolor,Hygrotus versicolor,,1.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,MEA_n,Macro-evertebraten (n),,AANTL,Kiefferulus tendipediformis,Kiefferulus tendipediformis,,13.0,n,OW
3274,1998-09-29 00:00:00,VGD002,125960,483240,VISSN_n,Vissen bijvangst (n),,AANTL,Pungus pungus,Pungitius pungitius,Tiendoornige stekelbaars,6.0,n,OW
200318,2003-08-25 00:00:00,BKP114,117770,476700,PTN_BEDKG_%,Plantenbedekking (%),DRIJFBPTN,BEDKG,,,,5.0,%,EZ
200318,2003-08-25 00:00:00,BKP114,117770,476700,PTN_BEDKG_%,Plantenbedekking (%),PTN,BEDKG,,,,55.0,%,EZ
200318,2003-08-25 00:00:00,BKP114,117770,476700,PTN_BEDKG_%,Plantenbedekking (%),SUBMSPTN,BEDKG,,,,50.0,%,EZ
200318,2003-08-25 00:00:00,BKP114,117770,476700,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Lemna gibba,Lemna gibba,Bultkroos,3.0,DIMSLS,EZ
200318,2003-08-25 00:00:00,BKP114,117770,476700,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Lemna minor,Lemna minor,Klein kroos,5.0,DIMSLS,EZ
200318,2003-08-25 00:00:00,BKP114,117770,476700,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Lemna trisulca,Lemna trisulca,Puntkroos,5.0,DIMSLS,EZ
200318,2003-08-25 00:00:00,BKP114,117770,476700,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Myosotis scorpioides,Myosotis scorpioides,,1.0,DIMSLS,EZ
200318,2003-08-25 00:00:00,BKP114,117770,476700,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Myriophyllum spicatum,Myriophyllum spicatum,Aarvederkruid,6.0,DIMSLS,EZ
200318,2003-08-25 00:00:00,BKP114,117770,476700,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Phragmites australis,Phragmites australis,Riet,5.0,DIMSLS,EZ
200318,2003-08-25 00:00:00,BKP114,117770,476700,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Potamogeton pectinatus,Stuckenia pectinata,Schedefonteinkruid,3.0,DIMSLS,EZ
200318,2003-08-25 00:00:00,BKP114,117770,476700,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Spirodela polyrhiza,Spirodela polyrhiza,Veelwortelig kroos,3.0,DIMSLS,EZ
200318,2003-08-25 00:00:00,BKP114,117770,476700,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Zygmales,Zygnema,,3.0,DIMSLS,EZ
200318,2003-08-25 00:00:00,BKP114,117770,476700,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Agrostis stolonifera,Agrostis stolonifera,Fioringras,2.0,DIMSLS,EZ
200318,2003-08-25 00:00:00,BKP114,117770,476700,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Elodea nuttallii,Elodea nuttallii,Smalle waterpest,5.0,DIMSLS,EZ
200318,2003-08-25 00:00:00,BKP114,117770,476700,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Glyceria fluitans,Glyceria fluitans,Mannagras,2.0,DIMSLS,EZ
200318,2003-08-25 00:00:00,BKP114,117770,476700,ZICHT_m,Doorzicht (m),ZICHT,ZICHT,,,,0.3,m,EZ
200318,2003-08-25 00:00:00,BKP114,117770,476700,WATDTE_m,Waterdiepte (m),WATDTE,WATDTE,,,,0.4,m,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Lemna gibba,Lemna gibba,Bultkroos,3.0,DIMSLS,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Lemna minor,Lemna minor,Klein kroos,7.0,DIMSLS,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Lemna trisulca,Lemna trisulca,Puntkroos,4.0,DIMSLS,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Nasturtium microphyllum,Nasturtium microphyllum,Slanke waterkers,1.0,DIMSLS,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Persicaria amphibia,Persicaria amphibia,Veenwortel,5.0,DIMSLS,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Phragmites australis,Phragmites australis,Riet,5.0,DIMSLS,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Potamogeton pectinatus,Stuckenia pectinata,Schedefonteinkruid,3.0,DIMSLS,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Ranunculus repens,Ranunculus repens,Kruipende boterbloem,2.0,DIMSLS,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Zygmales,Zygnema,,4.0,DIMSLS,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Bolboschoenus maritimus,Bolboschoenus maritimus,Heen,4.0,DIMSLS,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Callitriche,Callitriche,,1.0,DIMSLS,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Carex riparia,Carex riparia,Oeverzegge,4.0,DIMSLS,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Ceratophyllum demersum,Ceratophyllum demersum,Grof hoornblad,9.0,DIMSLS,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Cirsium arvense,Cirsium arvense,Akkerdistel,2.0,DIMSLS,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Agrostis stolonifera,Agrostis stolonifera,Fioringras,3.0,DIMSLS,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Eleocharis palustris,Eleocharis palustris [1],Gewone waterbies,4.0,DIMSLS,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Eleocharis uniglumis,Eleocharis uniglumis,Slanke waterbies,4.0,DIMSLS,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Elytrigia repens,Elytrigia repens,Kweek,3.0,DIMSLS,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Enteromorpha,Enteromorpha,,2.0,DIMSLS,EZ
200347,2003-08-27 00:00:00,BKP126,117940,474270,PTN_BEDKG_TansleyS,Plantenopname met Tansleyschaal,,BEDKG,Glyceria fluitans,Glyceria fluitans,Mannagras,3.0,DIMSLS,EZ
